,Name,Yrs_College,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
0,Fred Jones,4,Oregon,Pac-10,35,31.5,6.1,11.8,.521,4.7,7.9,.594,1.5,3.9,.372,4.8,5.5,.871,5.4,3.2,1.8,0.5,2.3,2.7,18.6,6.93
0,Juan Dixon,4,Maryland,ACC,36,33.6,7.0,14.9,.469,4.4,8.4,.525,2.6,6.4,.397,3.9,4.4,.898,4.6,2.9,2.6,0.2,2.5,2.0,20.4,9.38
0,Curtis Borchardt,3,Stanford,Pac-10,29,30.9,5.9,10.2,.576,5.5,9.3,.593,0.4,0.9,.407,4.8,7.1,.670,11.4,2.0,0.6,2.9,2.0,2.8,16.9,9.03
0,Ryan Humphrey,5,Notre Dame,Big East,31,35.6,7.5,15.2,.489,7.4,15.0,.489,0.1,0.2,.500,3.9,6.6,.598,10.9,2.6,1.1,2.8,2.5,2.7,18.9,6.17
0,Kareem Rush,3,Missouri,Big 12,36,31.9,6.9,16.3,.426,3.8,8.6,.444,3.1,7.6,.405,2.9,3.7,.769,5.2,2.5,1.1,0.6,2.9,2.1,19.8,6.81
0,Casey Jacobsen,3,Stanford,Pac-10,30,35.3,6.8,15.5,.441,4.7,9.8,.481,2.1,5.7,.372,6.1,7.9,.776,4.5,3.5,0.6,0.1,2.4,1.8,21.9,9.03
0,Tayshaun Prince,4,Kentucky,SEC,32,33.3,6.4,13.8,.467,4.4,7.8,.564,2.0,6.0,.340,2.6,3.7,.703,6.3,1.6,1.1,1.3,2.0,1.6,17.5,11.99
0,Frank Williams,3,Illinois,Big Ten,35,32.4,5.0,12.7,.393,3.4,8.1,.423,1.5,4.5,.340,4.7,5.8,.808,4.7,4.4,2.0,0.3,2.7,2.1,16.2,9.94
0,John Salmons,4,Miami (FL),Big East,32,33.7,4.3,9.3,.461,3.6,7.1,.509,0.7,2.2,.310,3.8,4.6,.842,6.0,6.1,1.8,0.6,3.7,2.3,13.1,5.52
0,Chris Jefferies,4,Fresno State,WAC,21,34.6,5.5,13.1,.418,3.5,7.3,.474,2.0,5.8,.347,4.4,6.9,.634,6.3,3.0,1.2,1.2,2.4,2.8,17.3,5.20
0,Dan Dickau,5,Gonzaga,WCC,32,34.7,6.1,13.8,.441,2.4,5.8,.419,3.7,8.0,.457,5.2,6.0,.864,3.0,4.7,0.8,0.1,2.9,1.9,21.0,0.74
0,Roger Mason,3,Virginia,ACC,29,36.1,5.6,13.7,.409,2.8,6.0,.463,2.8,7.6,.367,4.6,5.2,.881,3.2,4.1,0.9,0.4,3.0,2.2,18.6,7.90
0,Robert Archibald,4,Illinois,Big Ten,34,22.6,3.4,5.1,.659,3.4,5.1,.663,0.0,0.0,.000,3.9,6.0,.654,5.5,1.3,0.7,1.1,2.0,3.6,10.6,9.94
0,Vincent Yarbrough,4,Tennessee,SEC,31,35.4,6.3,14.7,.425,4.3,9.4,.462,1.9,5.4,.359,3.6,5.3,.687,7.5,2.8,1.9,0.8,3.0,1.9,18.1,10.93
0,Dan Gadzuric,4,UCLA,Pac-10,33,26.2,5.0,9.0,.554,5.0,8.9,.556,0.0,0.0,.000,1.8,3.7,.472,7.7,0.7,0.5,1.3,1.6,2.7,11.7,10.77
0,Carlos Boozer,3,Duke,ACC,35,28.4,6.6,9.9,.665,6.6,9.9,.667,0.0,0.0,.000,5.1,6.7,.754,8.7,1.1,0.9,0.6,1.9,3.1,18.2,9.16
0,Tito Maddox,1,Fresno State,WAC,25,32.3,4.4,11.2,.391,3.6,8.4,.427,0.8,2.8,.286,3.9,5.5,.703,5.8,8.0,1.6,0.2,5.2,2.7,13.5,5.14
0,Lonny Baxter,4,Maryland,ACC,35,28.7,5.5,10.1,.545,5.5,10.1,.547,0.0,0.0,.000,4.2,6.7,.623,8.2,0.8,0.9,2.0,2.2,2.9,15.2,9.38
0,Matt Barnes,4,UCLA,Pac-10,31,30.7,4.9,10.4,.471,3.5,7.1,.495,1.4,3.3,.417,2.4,3.8,.619,6.2,3.5,1.1,0.3,2.8,2.4,13.5,10.77
0,Jamal Sampson,1,California,Pac-10,32,24.9,2.4,5.7,.426,2.4,5.7,.426,0.0,0.0,,1.6,3.0,.526,6.5,1.2,0.5,1.7,1.7,2.7,6.4,7.45
0,Chris Owens,5,Texas,Big 12,11,27.2,5.6,11.3,.500,5.4,10.4,.518,0.3,0.9,.300,4.3,6.8,.627,7.4,0.8,0.7,1.9,1.7,2.5,15.8,9.98
0,Darius Songaila,4,Wake Forest,ACC,34,30.5,6.0,11.5,.523,5.8,11.0,.529,0.2,0.5,.375,5.7,6.6,.854,8.1,2.6,1.3,0.8,3.5,3.1,17.9,10.28
0,Rasual Butler,4,La Salle,A-10,32,39.1,7.3,16.8,.434,5.5,11.8,.464,1.8,4.9,.361,4.6,5.4,.855,8.8,1.4,1.3,1.3,2.6,1.7,20.9,2.64
0,Tamar Slay,4,Marshall,MAC,30,34.4,6.5,14.6,.446,3.9,8.3,.468,2.7,6.4,.419,3.2,4.3,.731,5.4,2.4,1.6,0.5,3.0,2.7,18.9,1.22
0,Randy Holcomb,4,San Diego State,MWC,33,32.3,6.7,12.9,.516,6.3,11.7,.539,0.4,1.2,.300,3.2,5.1,.635,9.0,1.7,0.7,1.0,3.5,2.5,16.9,6.02
0,Corsley Edwards,4,Central Connecticut,NEC,32,31.0,5.6,11.0,.504,5.6,11.0,.504,0.0,0.0,,4.3,5.6,.761,8.7,1.0,1.4,1.5,2.2,2.4,15.4,-9.29
0,Emeka Okafor,3,UConn,Big East,36,32.4,7.3,12.1,.599,7.3,12.1,.599,0.0,0.0,,3.1,6.1,.518,11.5,1.0,1.0,4.1,2.3,2.4,17.6,7.77
0,Ben Gordon,3,UConn,Big East,39,34.5,6.1,14.1,.434,3.5,8.0,.434,2.7,6.2,.433,3.6,4.4,.829,4.7,4.5,1.4,0.2,2.8,2.3,18.5,7.77
0,Devin Harris,3,Wisconsin,Big Ten,32,36.3,5.9,12.9,.459,3.6,6.6,.540,2.3,6.3,.373,5.3,6.8,.792,4.3,4.4,1.8,0.1,2.1,1.9,19.5,7.49
0,Josh Childress,3,Stanford,Pac-10,23,29.8,5.4,11.0,.488,3.9,7.3,.536,1.5,3.7,.395,3.4,4.1,.821,7.5,2.7,0.9,1.6,2.2,2.3,15.7,4.34
0,Luol Deng,1,Duke,ACC,37,31.1,5.7,11.9,.476,4.6,8.9,.515,1.1,3.0,.360,2.6,3.7,.710,6.9,1.8,1.3,1.1,2.2,2.2,15.1,10.86
0,Rafael Araujo,2,BYU,MWC,30,29.8,7.0,12.3,.573,6.8,11.3,.601,0.3,1.0,.267,4.1,5.6,.722,10.1,1.2,1.4,0.8,2.9,3.1,18.4,6.31
0,Andre Iguodala,2,Arizona,Pac-10,30,32.1,4.5,10.1,.450,3.8,7.6,.493,0.8,2.4,.315,3.1,3.9,.788,8.4,4.9,1.6,0.4,2.8,2.5,12.9,6.63
0,Luke Jackson,4,Oregon,Pac-10,31,34.6,6.8,13.9,.488,4.4,8.5,.519,2.4,5.4,.440,5.3,6.1,.862,7.2,4.5,1.3,0.2,3.0,1.7,21.2,6.91
0,Kris Humphries,1,Minnesota,Big Ten,29,34.1,7.6,17.2,.444,7.0,15.4,.455,0.6,1.7,.340,5.9,7.9,.742,10.1,0.7,0.9,1.1,2.8,2.2,21.7,5.36
0,Kirk Snyder,3,Nevada,WAC,34,31.7,6.1,14.3,.431,4.6,9.7,.470,1.6,4.6,.348,4.9,6.7,.731,5.7,3.4,1.0,0.6,3.5,2.1,18.8,5.82
0,Jameer Nelson,4,St. Joseph's,A-10,32,33.9,7.3,15.4,.475,5.0,9.6,.526,2.3,5.8,.390,3.7,4.7,.792,4.7,5.3,2.8,0.0,2.8,1.8,20.6,4.97
0,Delonte West,3,St. Joseph's,A-10,32,33.5,6.6,13.0,.510,4.9,8.8,.557,1.8,4.3,.412,3.9,4.3,.892,5.4,4.7,1.7,0.2,2.6,1.9,18.9,4.97
0,Tony Allen,2,Oklahoma State,Big 12,35,31.6,5.8,11.6,.504,5.2,9.5,.550,0.6,2.1,.297,3.7,5.5,.675,5.5,3.1,2.1,0.9,2.8,3.0,16.0,7.23
0,Kevin Martin,3,Western Carolina,Southern,27,31.2,7.7,16.3,.474,5.8,10.6,.547,1.9,5.6,.336,7.6,9.3,.817,4.8,1.7,1.9,0.3,3.1,1.9,24.9,-3.84
0,David Harrison,3,Colorado,Big 12,29,31.6,6.4,10.2,.631,6.4,10.1,.633,0.0,0.0,.000,4.3,8.0,.539,8.8,0.9,0.6,2.9,2.7,3.2,17.1,7.18
0,Jackson Vroman,2,Iowa State,Big 12,32,30.7,5.8,10.3,.564,5.8,10.1,.573,0.0,0.2,.143,2.3,4.4,.507,9.6,2.3,1.4,0.7,3.2,3.5,13.9,8.06
0,Lionel Chalmers,4,Xavier,A-10,37,34.9,5.5,12.3,.449,2.8,5.6,.498,2.7,6.7,.409,2.8,4.0,.709,3.3,3.2,1.1,0.0,2.8,2.1,16.6,5.84
0,Andre Emmett,4,Texas Tech,Big 12,34,37.0,7.6,14.5,.526,7.2,13.2,.543,0.5,1.3,.356,4.9,6.6,.730,6.6,1.8,1.3,0.3,2.1,1.4,20.6,8.21
0,Antonio Burks,3,Memphis,CUSA,30,34.3,5.9,12.4,.474,4.0,7.8,.511,1.9,4.6,.413,2.4,3.8,.632,3.2,5.5,2.4,0.2,2.5,2.3,16.0,5.96
0,Royal Ivey,4,Texas,Big 12,33,29.7,3.4,7.5,.448,3.0,6.6,.456,0.4,0.9,.387,2.3,3.7,.626,4.0,4.3,1.2,0.2,1.5,2.5,9.4,8.40
0,Chris Duhon,4,Duke,ACC,37,35.4,3.7,8.3,.448,2.9,5.7,.514,0.8,2.6,.302,1.8,2.4,.722,4.1,6.1,2.2,0.2,2.8,2.1,10.0,10.86
0,Justin Reed,4,Ole Miss,SEC,28,33.5,6.9,14.9,.464,6.4,12.8,.501,0.5,2.1,.237,4.2,5.7,.731,7.5,1.5,0.7,0.8,3.0,3.1,18.5,6.36
0,Trevor Ariza,1,UCLA,Pac-10,25,31.6,4.3,10.0,.426,3.6,7.0,.509,0.7,3.0,.237,2.3,4.5,.504,6.5,2.1,1.7,0.4,3.2,2.8,11.6,6.82
0,Bernard Robinson,4,Michigan,Big Ten,34,32.2,4.4,10.2,.432,3.9,8.2,.477,0.5,2.0,.250,2.8,3.6,.770,5.7,3.8,1.9,0.3,2.7,2.5,12.1,6.16
0,Pape Sow,3,Cal State Fullerton,Big West,28,32.2,5.7,11.6,.494,5.4,10.7,.507,0.3,0.9,.333,5.6,8.3,.675,9.7,0.9,1.6,0.6,3.0,3.6,17.3,-0.81
0,Matt Freije,4,Vanderbilt,SEC,33,29.8,5.6,13.5,.415,3.7,8.2,.452,1.9,5.3,.356,5.3,6.7,.788,5.4,0.9,0.7,0.6,1.0,1.6,18.4,7.58
0,Luis Flores,5,Manhattan,MAAC,31,36.2,7.5,17.1,.442,5.4,11.2,.478,2.2,5.9,.374,6.7,7.8,.863,3.9,1.6,1.9,0.1,2.4,2.5,24.0,-1.26
0,Andrew Bogut,2,Utah,MWC,35,35.0,8.0,12.9,.620,7.8,12.2,.636,0.3,0.7,.360,4.1,5.9,.692,12.2,2.3,1.0,1.9,2.7,2.2,20.4,4.54
0,Marvin Williams,1,UNC,ACC,36,22.2,3.5,6.9,.506,2.9,5.6,.522,0.5,1.2,.432,3.8,4.5,.847,6.6,0.7,1.1,0.5,1.6,2.6,11.3,10.66
0,Deron Williams,3,Illinois,Big Ten,39,33.7,4.6,10.5,.433,2.8,5.7,.491,1.7,4.8,.364,1.7,2.5,.677,3.6,6.8,1.0,0.2,2.8,2.1,12.5,8.47
0,Chris Paul,2,Wake Forest,ACC,32,33.4,4.5,9.9,.451,3.0,6.9,.441,1.4,3.0,.474,4.9,5.8,.834,4.5,6.6,2.4,0.0,2.8,2.6,15.3,10.27
0,Raymond Felton,3,UNC,ACC,36,31.7,4.2,9.2,.455,2.2,4.8,.468,1.9,4.4,.440,2.6,3.7,.701,4.3,6.9,2.0,0.3,3.6,2.0,12.9,10.66
0,Charlie Villanueva,2,UConn,Big East,31,25.7,5.1,9.8,.521,4.9,9.5,.522,0.2,0.4,.500,3.1,4.5,.688,8.3,1.3,0.6,1.8,2.3,2.2,13.6,7.62
0,Channing Frye,4,Arizona,Pac-10,37,31.0,6.1,11.1,.554,6.1,10.6,.570,0.1,0.5,.176,3.4,4.1,.830,7.6,1.9,0.9,2.3,1.7,2.6,15.8,8.03
0,Ike Diogu,3,Arizona State,Pac-10,32,36.4,7.2,12.4,.575,6.6,11.0,.598,0.6,1.4,.400,7.8,9.7,.797,9.8,1.3,0.6,2.3,3.6,2.8,22.6,5.36
0,Sean May,3,UNC,ACC,37,26.8,6.2,10.9,.567,6.2,10.8,.571,0.0,0.1,.000,5.2,6.8,.758,10.7,1.7,1.2,1.0,2.5,2.4,17.5,10.66
0,Rashad McCants,3,UNC,ACC,33,25.9,5.5,11.3,.489,3.4,6.2,.544,2.2,5.1,.423,2.8,3.8,.722,3.0,2.7,1.3,0.7,1.9,2.4,16.0,10.66
0,Antoine Wright,3,Texas A&M,Big 12,31,33.9,6.2,12.4,.501,3.9,7.3,.540,2.3,5.1,.447,3.1,4.5,.691,6.0,2.2,1.2,0.7,2.4,2.5,17.8,5.19
0,Joey Graham,5,Oklahoma State,Big 12,33,30.6,6.1,11.5,.529,5.3,9.8,.538,0.8,1.7,.473,4.8,5.4,.887,6.2,2.0,0.9,0.2,2.7,3.1,17.7,9.68
0,Danny Granger,4,New Mexico,MWC,30,30.0,6.1,11.6,.524,4.6,8.2,.563,1.5,3.5,.433,5.1,6.8,.755,8.9,2.4,2.1,2.0,2.4,2.4,18.8,1.51
0,Hakim Warrick,4,Syracuse,Big East,34,37.5,7.4,13.6,.548,7.2,12.7,.566,0.3,0.9,.290,6.2,9.1,.681,8.6,1.5,1.0,0.8,2.5,2.3,21.4,6.83
0,Julius Hodge,4,NC State,ACC,34,34.6,5.8,11.8,.493,5.4,10.1,.530,0.4,1.6,.255,5.0,7.4,.668,6.6,4.8,1.4,0.7,2.6,2.2,17.0,9.16
0,Nate Robinson,3,Washington,Pac-10,35,31.5,5.4,11.6,.463,3.6,7.0,.514,1.8,4.6,.385,3.9,5.0,.782,3.9,4.3,1.7,0.2,2.0,2.8,16.4,7.66
0,Jarrett Jack,3,Georgia Tech,ACC,32,34.1,5.1,10.0,.514,3.7,6.7,.549,1.4,3.3,.442,3.8,4.4,.866,4.8,4.5,1.8,0.1,3.4,1.7,15.5,9.78
0,Francisco Garcia,3,Louisville,CUSA,38,31.9,4.9,11.3,.437,3.1,6.2,.496,1.9,5.1,.366,3.9,4.5,.877,4.2,3.9,1.7,1.5,2.7,2.9,15.7,6.18
0,Luther Head,4,Illinois,Big Ten,39,33.3,5.5,11.8,.463,2.5,4.6,.547,3.0,7.3,.410,2.0,2.5,.788,4.0,3.8,1.7,0.2,1.8,1.4,15.9,8.47
0,Jason Maxiell,4,Cincinnati,CUSA,33,31.4,5.0,9.2,.543,4.9,9.0,.545,0.1,0.2,.400,5.3,8.3,.645,7.7,0.8,1.0,2.7,1.9,2.5,15.3,6.74
0,Linas Kleiza,2,Missouri,Big 12,33,31.5,5.0,12.4,.403,4.1,9.0,.453,0.9,3.4,.274,5.1,7.0,.732,7.6,1.6,0.6,0.3,2.7,2.8,16.1,9.24
0,Wayne Simien,4,Kansas,Big 12,26,34.3,7.3,13.3,.552,7.2,12.8,.563,0.2,0.5,.286,5.5,6.7,.816,11.0,1.4,0.6,0.6,2.3,2.6,20.3,10.85
0,David Lee,4,Florida,SEC,32,28.0,5.0,9.5,.525,5.0,9.4,.532,0.0,0.1,.000,3.6,5.0,.714,9.0,2.2,1.1,0.8,2.7,2.4,13.6,7.12
0,Salim Stoudamire,4,Arizona,Pac-10,36,31.3,5.8,11.6,.504,2.5,5.0,.503,3.3,6.6,.504,3.4,3.7,.910,2.3,2.2,0.8,0.1,2.4,1.8,18.4,8.03
0,Daniel Ewing,4,Duke,ACC,33,34.5,5.5,12.8,.427,3.4,6.8,.498,2.1,6.0,.347,2.2,3.2,.692,3.2,4.0,2.0,0.4,3.0,3.0,15.3,10.04
0,Brandon Bass,2,LSU,SEC,30,33.6,6.0,10.6,.567,5.6,9.8,.577,0.4,0.9,.462,4.9,6.3,.777,9.1,0.8,0.8,1.6,1.8,2.4,17.3,7.77
0,Ronny Turiaf,4,Gonzaga,WCC,31,31.2,5.1,10.0,.508,5.0,9.7,.513,0.1,0.2,.286,5.7,8.4,.683,9.5,1.5,0.4,1.9,2.3,2.7,15.9,4.37
0,Travis Diener,4,Marquette,CUSA,23,34.0,5.7,13.6,.420,2.7,6.3,.438,3.0,7.3,.405,5.4,6.4,.838,3.9,7.0,1.3,0.0,2.5,2.0,19.7,4.73
0,Von Wafer,2,Florida State,ACC,29,26.1,4.3,9.8,.437,2.0,4.1,.492,2.2,5.7,.396,1.7,2.3,.721,2.5,1.7,1.0,0.3,1.7,1.1,12.5,8.99
0,Chris Taft,2,Pitt,Big East,29,26.5,5.5,9.4,.580,5.5,9.4,.580,0.0,0.0,,2.3,4.0,.586,7.5,0.8,0.4,1.7,1.6,1.7,13.3,5.73
0,Erazem Lorbek,1,Michigan State,Big Ten,35,15.5,2.5,4.7,.534,2.1,3.9,.547,0.3,0.7,.462,1.1,1.6,.649,3.3,0.6,0.6,0.5,1.1,1.7,6.4,9.72
0,Bracey Wright,3,Indiana,Big Ten,26,35.3,5.8,14.0,.413,3.8,8.1,.474,1.9,5.8,.329,4.8,6.2,.783,4.8,2.7,1.1,0.6,2.6,1.9,18.3,10.01
0,Ryan Gomes,4,Providence,Big East,31,37.5,8.0,16.1,.496,6.3,11.6,.540,1.7,4.4,.380,4.0,5.2,.770,8.2,3.2,1.5,0.2,2.5,1.6,21.6,8.87
0,Robert Whaley,1,Cincinnati,CUSA,22,13.0,2.2,6.3,.348,2.2,6.2,.350,0.0,0.0,.000,1.4,2.1,.660,2.5,0.6,0.3,0.4,1.1,2.1,5.8,6.28
0,Orien Greene,5,Louisiana,Sun Belt,24,32.3,3.8,9.9,.388,2.4,5.5,.443,1.4,4.4,.321,2.6,3.4,.756,4.7,4.1,2.8,0.3,3.5,3.0,11.7,1.91
0,Dijon Thompson,4,UCLA,Pac-10,28,34.6,6.5,13.8,.474,5.0,9.7,.517,1.5,4.1,.374,3.8,4.9,.787,7.9,2.3,1.5,0.3,3.3,2.2,18.4,7.09
0,Lawrence Roberts,4,Mississippi State,SEC,32,32.0,5.3,11.9,.448,5.0,10.7,.466,0.4,1.3,.293,5.9,9.0,.653,11.0,1.9,1.6,0.8,2.7,2.2,16.9,6.05
0,Alex Acker,3,Pepperdine,WCC,31,37.2,5.9,13.1,.450,4.0,8.7,.459,1.9,4.4,.431,2.9,3.4,.858,6.5,3.7,1.3,0.5,2.6,1.9,16.6,1.51
0,LaMarcus Aldridge,2,Texas,Big 12,37,33.7,5.9,10.4,.569,5.9,10.4,.569,0.0,0.0,,3.2,4.9,.646,9.2,0.5,1.4,2.0,1.6,2.5,15.0,6.99
0,Adam Morrison,3,Gonzaga,WCC,33,36.5,9.3,18.7,.496,7.0,13.5,.523,2.2,5.2,.428,7.3,9.4,.772,5.5,1.7,1.1,0.3,2.3,2.0,28.1,5.02
0,Tyrus Thomas,1,LSU,SEC,32,25.9,4.8,7.8,.608,4.7,7.8,.606,0.0,0.0,1.000,2.8,4.3,.657,9.2,1.3,1.0,3.1,1.8,2.6,12.3,8.77
0,Shelden Williams,4,Duke,ACC,36,33.3,6.6,11.4,.578,6.5,11.2,.582,0.1,0.2,.333,5.6,7.5,.744,10.7,1.1,1.7,3.8,2.5,3.2,18.8,8.77
0,Brandon Roy,4,Washington,Pac-10,33,31.7,6.9,13.6,.508,5.7,10.7,.537,1.2,2.9,.402,5.2,6.4,.810,5.6,4.1,1.4,0.8,2.3,2.5,20.2,5.96
0,Randy Foye,4,Villanova,Big East,33,34.7,6.8,16.7,.411,4.2,9.0,.463,2.7,7.7,.350,4.1,5.2,.791,5.8,3.0,1.4,0.6,2.2,2.2,20.5,9.23
0,Rudy Gay,2,UConn,Big East,33,30.8,5.7,12.3,.461,4.8,9.6,.500,0.8,2.7,.318,3.1,4.2,.732,6.4,2.1,1.8,1.6,2.5,2.3,15.2,6.57
0,Patrick O'Bryant,2,Bradley,MVC,25,25.7,5.3,9.6,.552,5.3,9.6,.552,0.0,0.0,,2.8,4.1,.676,8.3,0.8,0.9,2.9,2.1,3.0,13.4,5.38
0,J.J. Redick,4,Duke,ACC,36,37.1,8.4,17.9,.470,4.5,8.7,.521,3.9,9.2,.421,6.1,7.1,.863,2.0,2.6,1.4,0.1,2.5,1.5,26.8,8.77
0,Hilton Armstrong,4,UConn,Big East,34,27.7,3.5,5.7,.608,3.4,5.6,.609,0.0,0.1,.500,2.7,3.9,.692,6.6,0.7,0.6,3.1,2.3,2.8,9.7,6.57
0,Ronnie Brewer,3,Arkansas,SEC,32,34.8,6.2,14.0,.441,4.6,9.3,.493,1.6,4.7,.338,4.5,6.0,.750,4.8,3.3,2.6,0.5,2.2,1.4,18.4,6.17
0,Cedric Simmons,2,NC State,ACC,32,27.5,4.0,6.8,.587,3.9,6.8,.583,0.1,0.1,1.000,3.8,5.5,.678,6.3,1.7,0.7,2.5,1.8,3.1,11.8,5.63
0,Rodney Carney,4,Memphis,CUSA,37,27.8,5.9,13.6,.436,3.2,6.6,.484,2.8,7.1,.391,2.5,3.6,.712,4.3,1.3,1.3,0.7,1.5,2.3,17.2,4.24
0,Shawne Williams,1,Memphis,CUSA,36,27.8,4.3,10.4,.416,3.0,6.1,.489,1.3,4.3,.312,3.2,4.0,.786,6.2,1.9,1.4,1.4,2.3,2.9,13.2,4.24
0,Quincy Douby,3,Rutgers,Big East,33,36.7,8.7,18.8,.462,5.2,10.1,.515,3.5,8.8,.401,4.5,5.3,.847,4.3,3.1,1.8,0.8,2.8,1.8,25.4,5.16
0,Renaldo Balkman,3,South Carolina,SEC,38,25.7,4.0,6.6,.608,3.9,6.2,.624,0.1,0.3,.308,1.5,2.7,.538,6.3,1.9,1.7,1.3,1.7,2.2,9.6,8.14
0,Rajon Rondo,2,Kentucky,SEC,34,31.0,4.3,9.0,.482,3.8,7.0,.540,0.5,1.9,.273,2.0,3.5,.571,6.1,4.9,2.0,0.1,2.3,2.1,11.2,8.88
0,Marcus Williams,3,UConn,Big East,23,33.3,3.6,8.9,.407,2.6,6.3,.410,1.0,2.6,.400,4.1,4.7,.862,3.9,8.6,0.9,0.2,3.7,1.7,12.3,6.57
0,Josh Boone,3,UConn,Big East,34,27.1,4.0,7.1,.564,4.0,7.1,.564,0.0,0.0,,2.2,4.1,.547,7.0,0.6,0.4,2.0,1.2,2.1,10.3,6.57
0,Kyle Lowry,2,Villanova,Big East,33,29.3,3.5,7.6,.466,3.3,7.1,.468,0.2,0.5,.444,3.7,4.7,.786,4.3,3.7,2.3,0.2,2.1,2.8,11.0,9.23
0,Shannon Brown,3,Michigan State,Big Ten,34,35.2,5.9,12.7,.467,4.1,7.9,.513,1.9,4.8,.390,3.4,4.1,.830,4.4,2.7,1.5,0.1,2.5,2.3,17.2,7.27
0,Jordan Farmar,2,UCLA,Pac-10,37,30.4,4.6,11.4,.410,2.9,6.2,.472,1.7,5.1,.333,2.5,3.4,.717,2.6,5.1,1.1,0.2,3.6,1.7,13.5,8.27
0,Maurice Ager,4,Michigan State,Big Ten,34,34.4,6.6,14.6,.457,4.2,8.1,.522,2.4,6.5,.376,3.6,4.7,.761,4.1,2.5,0.7,0.3,2.6,2.4,19.3,7.27
0,Mardy Collins,4,Temple,A-10,32,37.9,6.3,14.6,.432,5.0,10.3,.483,1.3,4.3,.307,2.8,4.7,.596,4.7,4.0,2.8,0.2,2.0,2.2,16.8,5.19
0,James White,5,Cincinnati,Big East,33,33.5,5.4,11.0,.488,3.9,7.0,.552,1.5,4.0,.374,4.1,4.8,.838,5.1,2.0,1.1,0.8,2.3,2.7,16.3,8.41
0,Steve Novak,4,Marquette,Big East,31,33.8,5.6,11.7,.477,1.7,3.4,.500,3.9,8.4,.467,2.4,2.5,.974,5.9,1.3,0.6,0.1,1.0,2.1,17.5,8.16
0,Solomon Jones,2,South Florida,Big East,29,36.4,4.8,9.9,.484,4.8,9.8,.488,0.0,0.1,.000,3.6,4.7,.778,9.8,1.3,0.9,3.1,3.5,3.4,13.2,4.65
0,Paul Davis,4,Michigan State,Big Ten,33,30.8,6.2,11.0,.566,6.1,10.5,.580,0.2,0.6,.316,4.8,5.6,.870,9.1,1.6,1.0,0.9,2.5,3.1,17.5,7.27
0,P.J. Tucker,3,Texas,Big 12,37,34.5,6.1,11.8,.515,6.0,11.7,.514,0.1,0.1,.667,3.8,5.1,.747,9.5,2.9,1.8,0.4,3.1,2.8,16.1,6.99
0,Craig Smith,4,Boston College,ACC,36,36.3,6.8,11.8,.573,6.7,11.4,.587,0.0,0.3,.083,4.1,6.3,.643,9.4,3.0,1.2,0.8,2.5,3.0,17.6,6.10
0,Bobby Jones,4,Washington,Pac-10,33,26.5,3.4,7.2,.473,2.5,4.6,.556,0.9,2.7,.330,2.7,3.6,.746,4.9,1.3,1.2,0.5,2.0,3.2,10.4,5.96
0,David Noel,4,UNC,ACC,31,33.7,5.1,9.6,.532,3.8,6.6,.580,1.3,3.0,.424,1.5,2.3,.625,6.8,3.5,1.1,0.7,3.1,2.7,12.9,7.77
0,James Augustine,4,Illinois,Big Ten,33,32.7,5.3,8.5,.624,5.2,8.4,.625,0.0,0.1,.500,3.0,4.6,.651,9.1,1.8,1.4,0.7,2.0,2.5,13.6,6.29
0,Daniel Gibson,2,Texas,Big 12,37,33.2,4.4,10.9,.405,1.7,3.7,.456,2.7,7.2,.380,1.9,2.6,.726,3.6,3.1,1.3,0.3,1.9,2.4,13.4,6.99
0,Alexander Johnson,3,Florida State,ACC,29,24.9,4.4,8.1,.540,4.1,7.1,.573,0.3,1.0,.310,4.1,5.9,.706,7.4,0.7,1.1,1.0,2.8,3.2,13.2,4.86
0,Dee Brown,4,Illinois,Big Ten,33,35.8,4.8,13.2,.359,2.4,5.9,.407,2.4,7.4,.321,2.4,3.1,.757,3.1,5.8,1.6,0.0,2.8,1.8,14.2,6.29
0,Paul Millsap,3,Louisiana Tech,WAC,33,34.1,7.8,13.7,.571,7.7,13.3,.578,0.2,0.4,.357,3.8,6.2,.623,13.3,1.1,1.9,2.3,2.5,3.1,19.6,2.55
0,Leon Powe,2,California,Pac-10,27,35.3,6.6,13.3,.496,6.5,13.0,.500,0.1,0.3,.333,7.2,10.0,.719,10.1,1.4,0.9,0.6,2.4,2.5,20.5,8.84
0,Ryan Hollins,4,UCLA,Pac-10,33,21.5,2.5,4.1,.619,2.5,4.1,.619,0.0,0.0,,2.0,3.3,.602,4.8,0.3,0.2,0.9,1.2,2.5,7.0,8.27
0,Guillermo Diaz,3,Miami (FL),ACC,34,35.2,5.7,13.7,.415,3.4,7.4,.458,2.3,6.3,.364,3.5,4.5,.789,2.9,2.9,1.1,0.2,2.0,1.7,17.2,7.00
0,Hassan Adams,4,Arizona,Pac-10,31,33.3,7.5,15.8,.478,7.0,13.7,.511,0.5,2.1,.262,1.9,3.1,.611,5.0,2.9,2.6,0.5,2.2,1.9,17.5,10.09
0,Will Blalock,3,Iowa State,Big 12,30,35.7,5.9,13.2,.447,4.3,9.3,.468,1.6,3.9,.398,2.0,3.0,.659,3.3,6.1,2.2,0.1,3.0,1.8,15.4,7.30
